,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
113,117,114,114,Aug 8,@,SDP,"L,4-7",40,37,4,10,1,1,0,3,3,1,7,0,0,0,0,0,0,0,0.255,0.338,0.419,0.757,9,13,R,B.Lawrence(36)
114,118,115,115,Aug 9,@,LAD,"L,6-7",35,33,6,9,1,0,2,6,2,0,5,0,0,0,1,4,0,0,0.255,0.338,0.419,0.757,2,14,L,O.Daal(56)
115,119,116,116,Aug 10,@,LAD,"L,8-10",43,38,8,14,3,0,3,8,3,0,7,0,2,0,0,0,0,1,0.256,0.339,0.422,0.76,8,15,R,H.Nomo(28)
116,120,117,117,Aug 11,@,LAD,"W,6-3",46,39,6,13,2,0,0,6,6,2,5,0,1,0,1,0,2,1,0.257,0.339,0.421,0.761,13,15,L,O.Perez(50)
117,121,118,118,Aug 13,,MIL,"W,3-1",36,31,3,7,1,0,1,3,3,0,3,1,0,1,1,0,1,0,0.256,0.339,0.421,0.76,9,13,L,G.Rusch(59)
118,122,119,119,Aug 14,,MIL,"W,4-1",32,28,4,6,2,0,1,4,2,0,4,0,1,1,0,0,0,0,0.256,0.339,0.421,0.759,4,10,R,J.Wright(52)
119,123,120,120,Aug 15,,MIL,"W,5-0",33,30,5,9,2,2,2,5,3,0,5,0,0,0,0,3,0,0,0.256,0.339,0.423,0.761,4,12,R,R.Quevedo(37)
120,124,121,121,Aug 16,,STL,"W,4-0",35,33,4,8,1,0,2,4,1,1,8,1,0,0,2,0,2,0,0.256,0.338,0.423,0.761,7,9,L,C.Finley(58)
121,125,122,122,Aug 17,,STL,"L,1-5",32,31,1,4,2,0,1,1,1,0,9,0,0,0,0,0,0,0,0.255,0.337,0.422,0.759,4,15,R,J.Simontacchi(75)
122,126,123,123,Aug 18,,STL,"L,1-5",35,35,1,8,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0.255,0.336,0.421,0.757,7,13,R,M.Morris(68)
123,127,124,124,Aug 20,@,MIL,"L,1-2",38,31,1,6,2,0,1,1,5,0,6,1,1,0,0,0,2,0,0.255,0.336,0.421,0.757,10,15,R,J.Wright(57)
124,128,125,125,Aug 21,@,MIL,"W,13-3",49,39,13,17,7,0,1,13,7,2,3,1,2,0,0,2,2,1,0.256,0.338,0.423,0.761,9,14,R,B.Sheets(18)
125,129,126,126,Aug 22,@,MIL,"W,7-0",40,34,7,10,4,1,3,7,4,0,3,0,1,1,1,2,1,0,0.257,0.338,0.425,0.764,6,11,L,J.Osting(22)
126,130,127,127,Aug 23,@,STL,"W,5-4",62,56,5,18,1,0,2,5,6,0,8,0,0,0,0,4,1,0,0.257,0.339,0.426,0.765,15,20,R,M.Morris(38)
127,131,128,128,Aug 24,@,STL,"W,4-0",41,35,4,10,3,0,2,4,4,2,4,1,0,1,0,1,0,0,0.258,0.339,0.427,0.766,10,12,R,A.Benes(52)
128,132,129,129,Aug 25,@,STL,"W,5-3",46,37,5,12,0,0,2,5,9,1,3,0,0,0,1,1,1,2,0.258,0.34,0.427,0.767,14,13,R,L.Hackman(42)
129,133,130,130,Aug 27,,MON,"W,4-2",37,34,4,11,1,0,1,4,2,1,6,0,0,1,1,1,0,0,0.259,0.34,0.427,0.768,9,14,R,M.Yoshii(44)
130,134,131,131,Aug 28,,MON,"L,3-6",37,33,3,5,1,0,1,2,4,0,13,0,0,0,1,0,0,0,0.258,0.34,0.426,0.766,7,17,R,T.Ohka(72)
131,135,132,132,Aug 29,,MON,"W,2-1",31,28,2,6,4,0,1,2,3,0,5,0,0,0,0,2,1,0,0.258,0.339,0.426,0.766,5,12,R,B.Colon(61)
132,136,133,133,Aug 30,@,NYM,"W,7-5",42,32,7,8,3,0,2,7,7,1,10,3,0,0,0,1,1,0,0.258,0.34,0.427,0.767,8,12,R,P.Astacio(43)
133,137,134,134,Aug 31,@,NYM,"W,1-0",33,32,1,7,0,0,0,1,1,0,5,0,0,0,0,1,3,1,0.257,0.339,0.426,0.765,5,9,R,S.Trachsel(68)
134,139,135,135,Sep 1,@,NYM,"W,9-5",47,40,9,15,5,0,3,8,5,0,7,1,1,0,1,1,2,1,0.258,0.34,0.428,0.769,11,14,L,A.Leiter(17)
135,140,136,136,Sep 2,@,MON,"L,1-5",35,32,1,6,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0.258,0.34,0.427,0.767,7,13,R,T.Ohka(72)
136,141,137,137,Sep 3,@,MON,"L,6-7",44,36,6,11,3,0,0,5,4,2,4,0,4,0,2,1,0,1,0.258,0.34,0.427,0.767,8,15,R,B.Colon(38)
137,142,138,138,Sep 4,@,MON,"L,5-8",38,33,5,8,6,0,0,4,4,1,5,0,0,1,0,0,0,0,0.258,0.34,0.427,0.766,6,15,R,T.Armas(57)
138,143,139,139,Sep 5,@,MON,"W,4-1",37,35,4,10,2,2,2,4,0,0,8,0,2,0,0,0,0,0,0.258,0.339,0.428,0.767,6,10,R,J.Vazquez(53)
139,144,140,140,Sep 6,,NYM,"L,2-7",39,32,2,9,1,0,0,2,5,0,5,0,2,0,0,0,1,1,0.259,0.34,0.427,0.767,10,15,L,A.Leiter(54)
